Date,Category,Payment Mode,Description,Amount Paid,Cashback
2023-05-06,Housing,Cash,Home Security System,3283.65,230.86
2023-05-06,Dining Out,Online,Coffee Shop Visit,191.52,7.49
2023-05-07,Clothing,Cash,Children's Apparel,2134.94,18.04
2023-05-07,Groceries,Online,Fruits And Vegetables,1745.7,28.46
2023-05-07,Dining Out,Online,Dinner At A Restaurant,2747.7,132.21
2023-05-08,Dining Out,Online,Brunch With Friends,400.74,3.77
2023-05-08,Entertainment,Online,Streaming Equipment,4094.22,53.39
2023-05-09,Entertainment,Online,Art Supplies,901.68,61.27
2023-05-09,Health & Fitness,Cash,Fitness Apps,164.82,7.04
2023-05-09,Subscriptions,Cash,Online Learning Platforms,2665.97,127.38
2023-05-09,Housing,Online,Utilities Included,1641.06,111.98
2023-05-09,Dining Out,Cash,Coffee Shop Visit,143.74,10.6
2023-05-10,Utilities,Online,Electricity Bill,699.96,61.52
2023-05-10,Groceries,Online,Staple Grains,607.72,33.92
2023-05-10,Entertainment,Online,Video Games,4974.9,122.33
2023-05-10,Housing,Online,HOA Fees,1961.73,23.42
2023-05-11,Clothing,Cash,Casual Wear,2612.3,41.01
2023-05-12,Dining Out,Cash,Fast Food Meal,574.24,22.75
2023-05-12,Travel,Cash,Travel Accessories,3983.72,221.53
2023-05-12,Dining Out,Cash,Coffee Shop Visit,472.55,16.6
2023-05-13,Housing,Cash,Furnishings,9196.83,323.66
2023-05-13,Dining Out,Online,Fast Food Meal,195.01,14.57
2023-05-13,Dining Out,Cash,Desserts And Treats,196.44,14.29
2023-05-14,Health & Fitness,Online,Health Insurance Premiums,1603.67,111.69
2023-05-14,Housing,Online,Utilities Included,1487.46,53.5
2023-05-14,Dining Out,Cash,Beverages At Bars,1037.18,37.13
2023-05-14,Dining Out,Cash,Dinner At A Restaurant,867.85,27.76
2023-05-15,Transportation,Online,Vehicle Registration Fees,1616.33,66.07
2023-05-15,Dining Out,Cash,Coffee Shop Visit,457.92,8.43
2023-05-16,Travel,Cash,Souvenirs,1155.58,82.01
2023-05-16,Utilities,Online,Water Bill,680.47,58.51
2023-05-16,Clothing,Online,Underwear And Socks,925.46,29.64
2023-05-17,Housing,Cash,Furnishings,13996.67,958.21
2023-05-17,Travel,Cash,Dining While Traveling,1826.2,156.89
2023-05-18,Travel,Cash,Travel Accessories,1099.24,58.15
2023-05-18,Housing,Online,Furnishings,19103.17,425.12
2023-05-18,Housing,Online,HOA Fees,1330.73,110.2
2023-05-18,Subscriptions,Cash,News Websites Subscription,789.67,71.02
2023-05-18,Travel,Online,Baggage Fees,1984.89,131.92
2023-05-18,Dining Out,Cash,Coffee Shop Visit,355.44,7.15
2023-05-19,Dining Out,Cash,Brunch With Friends,701.88,24.15
2023-05-19,Groceries,Cash,Staple Grains,680.48,16.64
2023-05-19,Clothing,Cash,Children's Apparel,2721.95,96.01
2023-05-19,Entertainment,Online,Streaming Equipment,4489.71,160.3
2023-05-19,Utilities,Cash,Home Heating Costs,3608.64,217.01
2023-05-20,Health & Fitness,Cash,Fitness Apps,269.45,14.72
2023-05-20,Entertainment,Online,Board Games,1957.19,29.73
2023-05-20,Health & Fitness,Online,Health Insurance Premiums,4613.62,429.93
2023-05-21,Subscriptions,Online,Meal Kit Subscriptions,2651.83,22.29
2023-05-21,Health & Fitness,Cash,Medical Consultations,820.61,41.05
2023-05-21,Dining Out,Online,Snacks From A Convenience Store,264.67,13.79
2023-05-21,Dining Out,Online,Dinner At A Restaurant,2528.07,68.55
2023-05-21,Dining Out,Online,Coffee Shop Visit,440.89,10.72
2023-05-22,Clothing,Cash,Formal Wear,4487.88,246.11
2023-05-22,Transportation,Online,Toll Charges,301.42,28.53
2023-05-22,Transportation,Online,Car Insurance,2321.95,222.37
2023-05-22,Groceries,Cash,Organic Produce,1566.35,7.81
2023-05-23,Health & Fitness,Cash,Wellness Programs,786.53,71.7
2023-05-23,Utilities,Online,Water Bill,629.1,38.54
2023-05-23,Dining Out,Online,Fast Food Meal,413.77,2.55
2023-05-24,Clothing,Cash,Formal Wear,5843.27,175.14
2023-05-24,Dining Out,Online,Coffee Shop Visit,237.03,3.91
2023-05-25,Clothing,Online,Children's Apparel,2961.2,40.12
2023-05-25,Travel,Cash,Baggage Fees,1345.75,34.73
2023-05-26,Health & Fitness,Cash,Personal Training Sessions,1630.61,132.72
2023-05-26,Transportation,Cash,Public Transit Pass,1349.42,96.44
2023-05-26,Transportation,Cash,Fuel Costs,3053.24,92.71
2023-05-27,Housing,Cash,Home Security System,2796.54,64.1
2023-05-27,Clothing,Cash,Athletic Wear,2080.42,2.2
2023-05-27,Housing,Cash,Mortgage Payment,25203.6,2044.81
2023-05-27,Dining Out,Cash,Coffee Shop Visit,477.1,17.45
2023-05-28,Entertainment,Online,Video Games,3951.15,301.91
2023-05-28,Entertainment,Cash,Video Games,4641.67,96.03
2023-05-28,Housing,Online,Home Security System,4760.5,6.33
2023-05-28,Dining Out,Online,Dinner At A Restaurant,1640.64,87.3
2023-05-29,Entertainment,Cash,Sports Events Tickets,2078.52,102.83
2023-05-29,Dining Out,Cash,Snacks From A Convenience Store,393.64,31.68
2023-05-29,Housing,Online,Appliance Purchases,18431.31,788.58
2023-05-29,Health & Fitness,Cash,Physical Therapy Sessions,1420.98,106.81
2023-05-29,Subscriptions,Cash,Online Learning Platforms,1227.1,38.6
2023-05-30,Clothing,Online,Footwear,863.3,31.81
2023-05-30,Utilities,Cash,Water Bill,380.14,8.08
2023-05-30,Transportation,Online,Car Insurance,2226.11,57.45
2023-06-01,Health & Fitness,Cash,Fitness Apps,238.71,4.7
2023-06-01,Housing,Online,Home Repairs,8121.23,756.22
2023-06-02,Housing,Cash,Utilities Included,450.01,0.1
2023-06-03,Groceries,Online,Cleaning Supplies,1751.6,149.2
2023-06-03,Groceries,Cash,Fruits And Vegetables,1342.09,109.94
2023-06-03,Health & Fitness,Online,Health Insurance Premiums,1739.22,48.3
2023-06-03,Entertainment,Online,Books And E-Books,282.73,22.64
2023-06-03,Dining Out,Online,Coffee Shop Visit,238.69,12.98
2023-06-04,Entertainment,Cash,Art Supplies,823.84,26.25
2023-06-05,Entertainment,Online,Streaming Equipment,4269.55,104.65
2023-06-05,Transportation,Online,Ride-Sharing Services,1745.44,130.89
2023-06-05,Transportation,Cash,Bicycle Repairs,482.87,39.82
2023-06-05,Groceries,Cash,Meat And Fish,4346.24,203.02
2023-06-06,Utilities,Online,Home Heating Costs,4478.37,303.03
2023-06-06,Utilities,Cash,Cable TV Subscription,1949.8,180.48
2023-06-06,Subscriptions,Cash,Streaming Services,626.62,22.76
2023-06-06,Dining Out,Online,Coffee Shop Visit,163.0,13.09
2023-06-07,Housing,Cash,Utilities Included,54.69,1.56
2023-06-07,Groceries,Cash,Organic Produce,2575.16,82.38
2023-06-07,Subscriptions,Online,Digital Magazine Subscriptions,272.75,11.93
2023-06-07,Dining Out,Cash,Dinner At A Restaurant,1322.54,131.96
2023-06-08,Subscriptions,Cash,Gaming Subscriptions,1248.5,32.05
2023-06-08,Health & Fitness,Online,Fitness Apps,135.32,2.91
2023-06-08,Utilities,Cash,Home Heating Costs,4673.11,208.08
2023-06-08,Entertainment,Online,Concert Tickets,824.21,7.09
2023-06-08,Utilities,Online,Cable TV Subscription,531.41,16.15
2023-06-09,Subscriptions,Online,News Websites Subscription,674.83,29.38
2023-06-09,Clothing,Online,Work Attire,2472.4,24.27
2023-06-09,Dining Out,Online,Coffee Shop Visit,217.86,8.61
2023-06-10,Groceries,Online,Organic Produce,2684.32,236.76
2023-06-10,Groceries,Online,Meat And Fish,3249.07,176.8
2023-06-10,Housing,Online,Rent Payment,25898.48,1070.45
2023-06-10,Groceries,Cash,Frozen Foods,910.48,69.94
2023-06-10,Health & Fitness,Online,Medical Consultations,4529.87,240.59
2023-06-11,Groceries,Online,Snacks And Beverages,1338.69,129.09
2023-06-11,Clothing,Cash,Athletic Wear,1803.94,68.34
2023-06-11,Utilities,Cash,Electricity Bill,1842.19,68.56
2023-06-11,Clothing,Cash,Formal Wear,8860.0,559.63
2023-06-11,Travel,Online,Souvenirs,668.17,56.5
2023-06-12,Utilities,Cash,Water Bill,725.27,31.92
2023-06-12,Transportation,Online,Vehicle Registration Fees,878.99,10.74
2023-06-12,Housing,Cash,Home Insurance,1332.65,101.4
2023-06-12,Clothing,Online,Children's Apparel,1622.63,56.33
2023-06-12,Groceries,Cash,Baking Ingredients,476.91,23.72
2023-06-12,Dining Out,Online,Coffee Shop Visit,286.26,16.24
2023-06-13,Dining Out,Online,Desserts And Treats,333.43,29.83
2023-06-14,Utilities,Online,Mobile Phone Bill,623.57,14.91
2023-06-14,Health & Fitness,Online,Health Insurance Premiums,1095.21,17.14
2023-06-14,Utilities,Online,Internet Service,647.18,0.32
2023-06-14,Travel,Online,Souvenirs,1011.59,26.53
2023-06-14,Dining Out,Online,Dinner At A Restaurant,2110.9,48.81
2023-06-15,Subscriptions,Cash,Cloud Storage Services,484.67,37.68
2023-06-15,Dining Out,Cash,Coffee Shop Visit,356.96,11.0
2023-06-16,Utilities,Online,Home Heating Costs,4565.28,113.68
2023-06-16,Clothing,Cash,Work Attire,1232.43,102.58
2023-06-16,Transportation,Online,Ride-Sharing Services,1193.85,19.75
2023-06-17,Subscriptions,Online,News Websites Subscription,422.29,26.03
2023-06-17,Entertainment,Cash,Theater Performances,2104.15,123.83
2023-06-17,Entertainment,Online,Video Games,2000.03,87.03
2023-06-17,Housing,Cash,Home Security System,2701.84,159.75
2023-06-18,Clothing,Cash,Footwear,2459.42,199.95
2023-06-18,Entertainment,Cash,Streaming Equipment,3809.87,341.99
2023-06-18,Dining Out,Cash,Coffee Shop Visit,231.8,21.06
2023-06-19,Travel,Cash,Travel Insurance,1792.33,171.98
2023-06-19,Housing,Online,Home Repairs,6766.14,631.78
2023-06-19,Groceries,Online,Snacks And Beverages,367.17,20.58
2023-06-19,Subscriptions,Cash,Cloud Storage Services,470.65,31.18
2023-06-19,Travel,Cash,Local Transportation,349.56,3.9
2023-06-20,Transportation,Cash,Parking Fees,384.4,28.96
2023-06-20,Dining Out,Online,Desserts And Treats,343.58,12.46
2023-06-20,Entertainment,Cash,Theater Performances,2296.13,65.93
2023-06-21,Clothing,Cash,Underwear And Socks,358.64,17.8
2023-06-21,Dining Out,Online,Special Occasion Dinner,1494.97,139.4
2023-06-21,Health & Fitness,Cash,Gym Membership,1606.75,36.43
2023-06-21,Transportation,Online,Fuel Costs,2670.81,98.66
2023-06-21,Dining Out,Cash,Dinner At A Restaurant,2150.05,151.83
2023-06-21,Dining Out,Cash,Coffee Shop Visit,404.81,11.21
2023-06-22,Subscriptions,Cash,Online Learning Platforms,4594.89,57.9
2023-06-22,Entertainment,Online,Theater Performances,1410.18,80.3
2023-06-22,Subscriptions,Online,Cloud Storage Services,331.72,0.97
2023-06-23,Dining Out,Online,Coffee Shop Visit,177.25,10.67
2023-06-23,Dining Out,Cash,Dinner At A Restaurant,2413.37,179.39
2023-06-23,Travel,Online,Dining While Traveling,1725.46,68.61
2023-06-23,Utilities,Cash,Electricity Bill,2730.77,194.91
2023-06-23,Housing,Cash,Utilities Included,620.62,33.2
2023-06-24,Housing,Cash,HOA Fees,2224.5,23.92
2023-06-24,Health & Fitness,Cash,Wellness Programs,1073.31,26.23
2023-06-24,Utilities,Online,Sewer Charges,395.19,37.31
2023-06-24,Housing,Cash,Property Taxes,1926.16,182.45
2023-06-24,Health & Fitness,Online,Physical Therapy Sessions,2189.7,41.72
2023-06-24,Dining Out,Cash,Coffee Shop Visit,460.62,23.57
2023-06-25,Groceries,Cash,Frozen Foods,1172.35,71.92
2023-06-25,Groceries,Cash,Frozen Foods,662.44,8.48
2023-06-25,Housing,Cash,Home Security System,4732.48,318.75
2023-06-25,Travel,Online,Tour Activities,592.82,36.63
2023-06-25,Groceries,Online,Snacks And Beverages,1481.37,66.21
2023-06-26,Travel,Cash,Travel Insurance,1997.24,84.15
2023-06-26,Entertainment,Online,Streaming Equipment,1089.77,25.67
2023-06-26,Entertainment,Cash,Movie Tickets,694.33,54.88
2023-06-26,Utilities,Cash,Internet Service,1860.39,76.63
2023-07-01,Clothing,Cash,Underwear And Socks,678.88,34.99
2023-07-01,Travel,Cash,Hotel Accommodation,2801.74,97.73
2023-07-01,Transportation,Cash,Fuel Costs,2817.63,232.47
2023-07-01,Utilities,Online,Mobile Phone Bill,899.66,85.73
2023-07-02,Groceries,Online,Dairy Products,690.34,5.72
2023-07-03,Entertainment,Online,Art Supplies,903.87,30.26
2023-07-03,Entertainment,Online,Board Games,1013.28,25.78
2023-07-03,Housing,Cash,Home Security System,1461.18,119.31
2023-07-03,Dining Out,Cash,Coffee Shop Visit,351.6,11.97
2023-07-04,Health & Fitness,Cash,Health Insurance Premiums,1707.87,154.42
2023-07-04,Travel,Cash,Baggage Fees,1970.82,14.22
2023-07-04,Subscriptions,Cash,Online Learning Platforms,4891.73,272.11
2023-07-04,Entertainment,Cash,Movie Tickets,373.99,30.54
2023-07-04,Health & Fitness,Cash,Nutritional Supplements,1826.94,152.65
2023-07-05,Subscriptions,Online,Digital Magazine Subscriptions,283.68,10.5
2023-07-05,Transportation,Online,Public Transit Pass,544.12,36.05
2023-07-05,Travel,Online,Dining While Traveling,2600.89,235.65
2023-07-05,Health & Fitness,Online,Medical Consultations,1494.61,138.86
2023-07-06,Dining Out,Online,Buffet Meals,1299.18,21.77
2023-07-06,Utilities,Cash,Home Heating Costs,1226.78,51.37
2023-07-06,Utilities,Cash,Electricity Bill,1912.01,25.86
2023-07-06,Travel,Cash,Tour Activities,2294.81,88.19
2023-07-06,Dining Out,Online,Coffee Shop Visit,240.37,6.86
2023-07-07,Subscriptions,Online,Online Learning Platforms,2378.96,193.96
2023-07-07,Subscriptions,Online,Online Learning Platforms,4503.99,77.64
2023-07-07,Housing,Online,HOA Fees,2733.77,219.61
2023-07-07,Entertainment,Online,Board Games,1371.56,119.62
2023-07-07,Dining Out,Cash,Fast Food Meal,501.13,47.49
2023-07-07,Dining Out,Online,Dinner At A Restaurant,842.03,41.47
2023-07-08,Groceries,Cash,Frozen Foods,900.92,39.75
2023-07-08,Travel,Online,Airfare,32354.06,3015.78
2023-07-08,Travel,Online,Baggage Fees,553.19,16.11
2023-07-09,Travel,Online,Baggage Fees,706.47,45.88
2023-07-09,Dining Out,Cash,Coffee Shop Visit,395.33,14.16
2023-07-10,Travel,Cash,Souvenirs,203.75,15.81
2023-07-10,Transportation,Cash,Car Insurance,2183.82,212.94
2023-07-10,Groceries,Online,Meat And Fish,1516.7,97.98
2023-07-10,Dining Out,Online,Dinner At A Restaurant,861.92,47.03
2023-07-11,Travel,Online,Airfare,3011.93,260.43
2023-07-11,Health & Fitness,Online,Gym Membership,774.37,61.26
2023-07-11,Health & Fitness,Online,Personal Training Sessions,3409.51,325.23
2023-07-12,Clothing,Online,Fashion Accessories,210.29,16.48
2023-07-12,Utilities,Cash,Mobile Phone Bill,309.03,3.6
2023-07-12,Dining Out,Online,Lunch Takeaway,496.51,16.32
2023-07-12,Travel,Online,Souvenirs,1072.04,43.82
2023-07-12,Dining Out,Online,Coffee Shop Visit,208.22,20.58
2023-07-13,Dining Out,Online,Dinner At A Restaurant,2536.78,26.49
2023-07-14,Subscriptions,Cash,Meal Kit Subscriptions,1012.81,75.06
2023-07-14,Utilities,Cash,Maintenance Fees,743.49,0.45
2023-07-14,Travel,Cash,Travel Accessories,4470.55,298.89
2023-07-14,Dining Out,Cash,Dinner At A Restaurant,2845.33,71.67
2023-07-15,Dining Out,Cash,Dinner At A Restaurant,2721.57,125.08
2023-07-15,Housing,Online,Furnishings,6679.36,399.94
2023-07-15,Clothing,Cash,Seasonal Clothing,3455.46,235.57
2023-07-15,Clothing,Cash,Formal Wear,9287.11,722.29
2023-07-15,Dining Out,Cash,Coffee Shop Visit,172.17,12.56
2023-07-16,Subscriptions,Online,Gym Membership,2726.82,212.22
2023-07-16,Health & Fitness,Online,Nutritional Supplements,1357.85,86.67
2023-07-17,Groceries,Online,Organic Produce,742.97,69.46
2023-07-17,Entertainment,Online,Video Games,4011.14,23.93
2023-07-17,Utilities,Online,Gas Bill,673.9,15.93
2023-07-17,Utilities,Online,Electricity Bill,2706.3,269.73
2023-07-18,Utilities,Online,Water Bill,258.24,8.14
2023-07-18,Travel,Cash,Car Rentals,2233.38,123.37
2023-07-18,Groceries,Online,Meat And Fish,2148.06,84.42
2023-07-18,Travel,Online,Car Rentals,1041.09,73.89
2023-07-18,Clothing,Cash,Casual Wear,729.63,1.04
2023-07-18,Dining Out,Online,Coffee Shop Visit,327.92,32.16
2023-07-19,Utilities,Online,Gas Bill,858.26,55.13
2023-07-19,Travel,Online,Travel Accessories,2649.53,203.75
2023-07-19,Housing,Cash,Property Taxes,4324.96,209.06
2023-07-20,Housing,Online,Mortgage Payment,28591.17,1261.87
2023-07-21,Health & Fitness,Cash,Wellness Programs,1333.32,4.01
2023-07-21,Health & Fitness,Cash,Medical Consultations,1495.5,98.96
2023-07-21,Health & Fitness,Online,Health Insurance Premiums,1867.23,43.61
2023-07-21,Clothing,Online,Formal Wear,9046.65,494.25
2023-07-21,Dining Out,Cash,Dinner At A Restaurant,912.18,23.23
2023-07-21,Dining Out,Online,Coffee Shop Visit,172.84,16.0
2023-07-22,Utilities,Cash,Water Bill,512.44,49.82
2023-07-22,Housing,Cash,HOA Fees,1360.2,50.68
2023-07-22,Clothing,Online,Casual Wear,1262.28,18.28
2023-07-23,Groceries,Cash,Organic Produce,1201.92,108.32
2023-07-24,Housing,Cash,HOA Fees,1531.94,22.51
2023-07-24,Subscriptions,Cash,Online Learning Platforms,4548.91,298.88
2023-07-24,Travel,Online,Travel Accessories,3563.67,187.32
2023-07-24,Housing,Online,Appliance Purchases,25375.47,793.58
2023-07-24,Housing,Online,Property Taxes,2751.06,109.7
2023-07-24,Dining Out,Online,Coffee Shop Visit,179.03,11.36
2023-07-25,Subscriptions,Cash,Cloud Storage Services,302.8,28.08
2023-07-25,Clothing,Cash,Tailoring Services,247.47,1.68
2023-07-25,Groceries,Cash,Baking Ingredients,506.01,5.94
2023-07-25,Clothing,Cash,Formal Wear,8816.58,721.7
2023-07-25,Clothing,Cash,Casual Wear,2060.63,59.7
2023-07-26,Dining Out,Cash,Desserts And Treats,488.48,5.54
2023-07-26,Travel,Cash,Tour Activities,610.54,25.99
2023-07-26,Travel,Cash,Hotel Accommodation,4546.61,211.8
2023-07-27,Groceries,Cash,Cleaning Supplies,1580.33,98.85
2023-07-27,Dining Out,Online,Coffee Shop Visit,488.26,18.27
2023-07-28,Groceries,Cash,Meat And Fish,3385.2,323.63
2023-07-28,Housing,Cash,Furnishings,13113.35,541.48
2023-08-01,Entertainment,Online,Hobby Supplies,1024.57,82.56
2023-08-01,Housing,Cash,Mortgage Payment,37113.31,3651.85
2023-08-01,Subscriptions,Cash,Audiobook Services,845.16,26.56
2023-08-02,Groceries,Cash,Fruits And Vegetables,1804.59,54.41
2023-08-03,Dining Out,Online,Buffet Meals,1004.76,32.6
2023-08-03,Housing,Cash,Property Taxes,4724.45,185.2
2023-08-03,Dining Out,Online,Coffee Shop Visit,132.88,3.83
2023-08-04,Housing,Cash,HOA Fees,649.31,35.81
2023-08-04,Health & Fitness,Online,Wellness Programs,403.43,15.15
2023-08-04,Groceries,Cash,Condiments And Spices,913.54,87.16
2023-08-05,Subscriptions,Cash,Audiobook Services,785.84,10.33
2023-08-05,Travel,Cash,Airfare,32989.1,2846.16
2023-08-05,Clothing,Online,Children's Apparel,1075.36,56.06
2023-08-05,Entertainment,Online,Concert Tickets,1127.94,108.25
2023-08-06,Health & Fitness,Online,Physical Therapy Sessions,911.62,34.8
2023-08-06,Clothing,Online,Underwear And Socks,971.89,56.92
2023-08-06,Health & Fitness,Online,Medical Consultations,1707.77,60.87
2023-08-06,Dining Out,Cash,Coffee Shop Visit,168.09,1.45
2023-08-07,Clothing,Online,Fashion Accessories,409.25,14.24
2023-08-07,Housing,Cash,HOA Fees,834.96,70.71
2023-08-07,Transportation,Cash,Toll Charges,354.13,11.36
2023-08-07,Dining Out,Cash,Dinner At A Restaurant,2684.75,225.39
2023-08-08,Utilities,Online,Mobile Phone Bill,316.1,5.7
2023-08-08,Health & Fitness,Cash,Fitness Apps,368.09,35.83
2023-08-08,Health & Fitness,Online,Medical Consultations,3494.92,303.32
2023-08-09,Housing,Online,Furnishings,16915.26,427.48
2023-08-09,Clothing,Cash,Underwear And Socks,580.53,48.74
2023-08-09,Transportation,Online,Ride-Sharing Services,468.22,23.46
2023-08-09,Travel,Online,Dining While Traveling,2765.87,70.06
2023-08-09,Clothing,Cash,Tailoring Services,775.6,37.18
2023-08-09,Dining Out,Cash,Coffee Shop Visit,416.04,18.19
2023-08-10,Health & Fitness,Online,Health Insurance Premiums,4522.9,63.49
2023-08-10,Clothing,Cash,Footwear,1625.35,50.43
2023-08-10,Housing,Online,Home Security System,1323.35,3.8
2023-08-10,Travel,Online,Tour Activities,736.28,33.06
2023-08-11,Housing,Online,HOA Fees,897.69,21.27
2023-08-11,Groceries,Cash,Dairy Products,1091.3,84.13
2023-08-11,Groceries,Online,Cleaning Supplies,1494.41,75.18
2023-08-12,Transportation,Online,Car Insurance,2282.29,69.75
2023-08-12,Subscriptions,Online,Gaming Subscriptions,318.72,1.71
2023-08-12,Dining Out,Online,Coffee Shop Visit,238.4,8.93
2023-08-13,Dining Out,Cash,Fast Food Meal,500.61,14.4
2023-08-13,Travel,Cash,Baggage Fees,1699.81,84.98
2023-08-13,Clothing,Online,Work Attire,4418.11,177.27
2023-08-14,Subscriptions,Cash,News Websites Subscription,699.97,35.7
2023-08-14,Health & Fitness,Cash,Health Screenings,1047.0,18.18
2023-08-14,Travel,Online,Travel Accessories,4278.73,150.65
2023-08-14,Subscriptions,Cash,Gaming Subscriptions,722.45,17.17
2023-08-14,Entertainment,Cash,Streaming Equipment,2505.64,86.0
2023-08-14,Dining Out,Online,Dinner At A Restaurant,2292.69,108.76
2023-08-15,Dining Out,Cash,Street Food,317.63,5.92
2023-08-15,Travel,Online,Dining While Traveling,826.65,34.14
2023-08-15,Dining Out,Online,Coffee Shop Visit,123.11,2.5
2023-08-16,Travel,Cash,Car Rentals,4297.19,403.03
2023-08-16,Health & Fitness,Online,Personal Training Sessions,3665.14,266.43
2023-08-16,Subscriptions,Online,Online Learning Platforms,4055.99,389.86
2023-08-16,Entertainment,Cash,Hobby Supplies,1203.36,98.01
2023-08-16,Transportation,Online,Car Maintenance,2568.0,228.09
2023-08-17,Housing,Online,Home Security System,2287.49,186.39
2023-08-17,Health & Fitness,Online,Medical Consultations,3224.64,29.25
2023-08-17,Health & Fitness,Cash,Physical Therapy Sessions,1060.92,13.79
2023-08-17,Health & Fitness,Online,Physical Therapy Sessions,1931.66,68.89
2023-08-17,Groceries,Online,Snacks And Beverages,408.6,17.2
2023-08-18,Utilities,Cash,Home Heating Costs,1631.18,77.58
2023-08-18,Groceries,Cash,Baking Ingredients,632.8,0.43
2023-08-18,Housing,Cash,Home Insurance,1558.36,96.72
2023-08-18,Dining Out,Online,Coffee Shop Visit,270.83,14.42
2023-08-19,Utilities,Cash,Internet Service,859.01,66.78
2023-08-19,Travel,Cash,Car Rentals,1080.74,97.24
2023-08-20,Health & Fitness,Online,Nutritional Supplements,944.72,3.26
2023-08-21,Groceries,Online,Cleaning Supplies,1253.84,115.25
2023-08-21,Transportation,Cash,Car Loan Payment,9803.81,307.72
2023-08-21,Housing,Online,Home Security System,1370.83,21.75
2023-08-21,Dining Out,Cash,Dinner At A Restaurant,2868.78,177.41
2023-08-21,Dining Out,Online,Coffee Shop Visit,487.43,27.43
2023-08-22,Housing,Cash,Property Taxes,4875.53,174.14
2023-08-23,Health & Fitness,Online,Personal Training Sessions,2905.42,271.49
2023-08-23,Groceries,Cash,Meat And Fish,1341.74,46.06
2023-08-23,Utilities,Cash,Gas Bill,526.36,11.99
2023-08-23,Dining Out,Online,Special Occasion Dinner,2507.28,75.77
2023-08-24,Health & Fitness,Online,Yoga Classes,432.55,7.03
2023-08-24,Dining Out,Online,Buffet Meals,1792.5,45.06
2023-08-24,Transportation,Cash,Bicycle Repairs,589.52,51.75
2023-08-24,Dining Out,Cash,Buffet Meals,1666.02,79.96
2023-08-24,Groceries,Cash,Staple Grains,405.43,0.04
2023-08-24,Dining Out,Cash,Coffee Shop Visit,353.93,32.37
2023-08-25,Utilities,Online,Sewer Charges,255.28,25.05
2023-08-25,Utilities,Cash,Mobile Phone Bill,1200.42,4.55
2023-08-25,Utilities,Cash,Internet Service,753.65,51.86
2023-08-25,Dining Out,Cash,Coffee Shop Visit,109.31,10.79
2023-08-26,Utilities,Online,Sewer Charges,458.62,35.05
2023-08-26,Health & Fitness,Online,Personal Training Sessions,1950.46,76.21
2023-08-26,Subscriptions,Online,Cloud Storage Services,235.96,10.04
2023-08-26,Utilities,Cash,Internet Service,1964.34,2.25
2023-08-26,Subscriptions,Cash,Software Licenses,735.4,4.06
2023-08-27,Transportation,Cash,Car Loan Payment,5234.42,74.43
2023-08-27,Entertainment,Online,Movie Tickets,425.94,9.18
2023-08-27,Travel,Online,Car Rentals,2796.92,202.11
2023-08-27,Utilities,Online,Home Heating Costs,2510.73,125.16
2023-08-27,Dining Out,Online,Fast Food Meal,384.71,8.53
2023-09-01,Entertainment,Cash,Board Games,984.51,70.79
2023-09-01,Housing,Online,Appliance Purchases,29566.47,872.76
2023-09-01,Transportation,Online,Ride-Sharing Services,1229.93,100.62
2023-09-02,Groceries,Online,Condiments And Spices,401.62,28.14
2023-09-02,Entertainment,Cash,Concert Tickets,1931.64,66.29
2023-09-02,Subscriptions,Cash,News Websites Subscription,729.86,26.22
2023-09-02,Clothing,Online,Footwear,2551.75,113.11
2023-09-03,Travel,Online,Dining While Traveling,1343.57,132.36
2023-09-03,Dining Out,Cash,Coffee Shop Visit,133.62,7.87
2023-09-04,Utilities,Online,Electricity Bill,2289.52,129.95
2023-09-04,Groceries,Online,Condiments And Spices,651.55,32.63
2023-09-04,Health & Fitness,Online,Health Screenings,1740.69,44.17
2023-09-05,Dining Out,Cash,Brunch With Friends,727.48,36.75
2023-09-05,Housing,Online,Rent Payment,8032.98,26.53
2023-09-06,Travel,Online,Hotel Accommodation,13335.89,1186.28
2023-09-06,Utilities,Online,Internet Service,787.91,28.94
2023-09-06,Housing,Online,Rent Payment,18909.23,1094.38
2023-09-06,Travel,Online,Dining While Traveling,1930.3,109.76
2023-09-06,Subscriptions,Cash,Cloud Storage Services,226.82,1.78
2023-09-06,Dining Out,Online,Coffee Shop Visit,109.95,2.27
2023-09-07,Health & Fitness,Cash,Health Insurance Premiums,1788.5,27.41
2023-09-07,Groceries,Online,Snacks And Beverages,1480.1,146.26
2023-09-07,Entertainment,Online,Hobby Supplies,827.8,52.58
2023-09-07,Housing,Cash,HOA Fees,1368.86,75.9
2023-09-07,Transportation,Cash,Car Insurance,2780.46,76.25
2023-09-07,Dining Out,Cash,Dinner At A Restaurant,1441.82,106.24
2023-09-08,Subscriptions,Cash,Meal Kit Subscriptions,2973.09,42.64
2023-09-08,Dining Out,Online,Snacks From A Convenience Store,161.43,15.09
2023-09-08,Groceries,Cash,Cleaning Supplies,997.45,0.16
2023-09-08,Clothing,Online,Work Attire,1512.56,90.82
2023-09-09,Groceries,Online,Cleaning Supplies,1651.9,117.02
2023-09-09,Housing,Online,Furnishings,6286.39,626.5
2023-09-09,Dining Out,Online,Buffet Meals,1379.31,114.4
2023-09-09,Travel,Online,Baggage Fees,1961.09,110.57
2023-09-09,Dining Out,Cash,Coffee Shop Visit,175.49,16.95
2023-09-10,Travel,Online,Travel Insurance,1007.03,21.81
2023-09-10,Entertainment,Cash,Concert Tickets,774.15,65.08
